RefNum,age,job,marital,education,housing,loan,contact,day,month,duration,deposit,balance
10024214,31,entrepreneur,married,tertiary,yes,no,,16,august,206,8170.2,50580
10024215,37,blue-collar,single,secondary,yes,no,,15,september,128,2757.6,15840
10024216,30,management,married,tertiary,yes,no,,1,october,122,3151.8,5760
10024217,30,admin.,single,secondary,yes,no,,23,november,66,8881.2,20700
10024218,54,blue-collar,married,secondary,yes,no,,25,december,66,9937.8,45720
10024219,36,management,married,tertiary,yes,no,,6,january,164,12202.2,25920
10024220,55,unemployed,married,tertiary,no,no,,24,february,343,24256.8,68940
10024221,37,admin.,single,secondary,yes,yes,,24,march,126,0,102420
10024222,38,housemaid,married,secondary,yes,no,,29,april,59,0,0
10024223,48,admin.,married,secondary,yes,no,,18,may,249,264839.4,675720
10024224,55,housemaid,divorced,tertiary,yes,no,,9,june,406,75736.8,1245600
10024225,59,services,married,secondary,yes,yes,,25,july,250,,55260
10024226,37,technician,married,secondary,yes,no,,27,august,183,,-75780
10024227,33,blue-collar,divorced,secondary,no,no,,3,september,190,3294,10800
10024228,44,blue-collar,married,primary,yes,no,,1,october,220,8528.4,12060
10024229,57,technician,married,secondary,yes,no,,25,november,153,29467.8,72360
10024230,30,self-employed,single,tertiary,no,no,,18,december,95,22721.4,144000
10024231,42,technician,married,tertiary,yes,yes,,4,january,191,16482.6,43020
10024232,51,blue-collar,divorced,secondary,yes,no,,11,february,216,13528.8,75780
10024233,44,admin.,divorced,secondary,yes,no,,22,march,89,11208.6,28980
10024234,46,technician,married,secondary,no,no,,21,april,51,9264.6,52020
10024235,29,student,single,secondary,yes,no,,10,may,169,8530.2,19800
10024236,39,blue-collar,married,primary,yes,no,,22,june,148,0,44100
10024237,42,services,married,secondary,yes,no,,29,july,132,0,0
10024238,50,blue-collar,married,primary,yes,no,,7,august,117,0,28080
10024239,42,technician,single,secondary,yes,no,,15,september,275,0,0
10024240,39,admin.,married,secondary,yes,no,,3,october,124,2228.4,3600
10024241,55,technician,single,tertiary,yes,no,,29,november,118,4701.6,16560
10024242,46,services,married,secondary,yes,no,,28,december,479,6316.2,16020
10024243,42,blue-collar,married,secondary,yes,no,,10,january,285,6795,29880
10024244,45,management,married,tertiary,yes,no,,23,february,35,,18540
10024245,43,blue-collar,married,primary,yes,no,,9,march,322,,-81720
10024246,42,admin.,married,secondary,yes,no,,18,april,202,2192.4,80100
10024247,30,admin.,married,secondary,no,no,,21,may,172,3288.6,720
10024248,47,blue-collar,married,secondary,yes,no,,26,june,201,,180180
10024249,51,services,divorced,secondary,yes,no,,25,july,216,,-12420
10024250,38,technician,single,secondary,yes,no,,9,august,195,13541.4,7560
10024251,57,technician,married,,yes,no,,24,september,96,31062.6,291060
10024252,42,management,divorced,tertiary,yes,no,,6,october,720,11194.2,39780
10024253,32,technician,divorced,secondary,yes,yes,,5,november,188,0,37800
10024254,46,management,married,tertiary,no,no,,4,december,70,0,0
10024255,29,student,single,tertiary,yes,no,,7,january,141,20435.4,33300
10024256,59,retired,married,secondary,yes,no,,15,february,106,26065.8,150480
10024257,32,blue-collar,single,secondary,yes,no,,18,march,395,20219.4,54180
10024258,44,blue-collar,married,primary,yes,no,,23,april,629,23509.8,90540
10024259,40,retired,married,primary,yes,no,,17,may,502,7632,73260
10024260,31,blue-collar,single,secondary,yes,no,,24,june,446,18153,9540
10024261,46,self-employed,married,tertiary,yes,no,,10,july,241,29923.2,414540
10024262,43,management,married,tertiary,yes,no,,19,august,131,8928,25920
10024263,34,services,married,secondary,yes,no,,13,september,312,12992.4,36900
10024264,39,management,married,tertiary,yes,no,,27,october,275,14376.6,54900
10024265,30,blue-collar,divorced,secondary,yes,yes,,12,november,120,0,45180
10024266,56,retired,married,secondary,yes,no,,30,december,333,0,0
10024267,29,technician,married,secondary,no,no,,7,january,113,1733.4,1440
10024268,40,blue-collar,divorced,secondary,yes,no,,30,february,91,8310.6,25020
10024269,36,services,married,secondary,yes,no,,20,march,128,10873.8,33120
10024270,37,blue-collar,single,secondary,yes,no,,4,april,200,0,42840
10024271,35,admin.,married,secondary,no,no,,5,may,326,0,0
10024272,35,blue-collar,married,primary,yes,no,,16,june,292,0,0
10024273,47,services,married,primary,yes,no,,25,july,68,15753.6,39960
10024274,31,services,married,secondary,yes,no,,5,august,215,15787.8,74520
10024275,56,retired,single,primary,yes,no,,6,september,97,10891.8,40140
10024276,57,technician,married,secondary,no,no,,5,october,32,,35460
10024277,36,blue-collar,married,secondary,yes,no,,3,november,162,,-45180
10024278,45,self-employed,divorced,secondary,yes,no,,9,december,152,,-25020
10024279,47,blue-collar,married,,yes,no,,9,january,268,0,131940
10024280,29,technician,single,tertiary,yes,no,,24,february,104,0,0
10024281,57,services,married,secondary,no,no,,6,march,852,511.2,180
10024282,45,blue-collar,married,primary,yes,no,,12,april,923,10674,17460
10024283,31,blue-collar,single,primary,yes,no,,16,may,159,0,78300
10024284,31,management,divorced,tertiary,yes,no,,4,june,953,0,0
10024285,37,technician,single,tertiary,no,no,,18,july,416,1090.8,26460
10024286,30,technician,single,tertiary,yes,no,,15,august,174,2997,540
10024287,58,services,divorced,secondary,yes,yes,,29,september,180,34781.4,199620
10024288,33,services,married,secondary,yes,no,,1,october,139,32711.4,72720
10024289,39,blue-collar,married,primary,yes,no,,1,november,294,15863.4,176580
10024290,33,blue-collar,single,primary,yes,no,,12,december,102,8802,17100
10024291,34,services,married,secondary,yes,no,,28,january,124,,54360
10024292,36,services,divorced,secondary,yes,yes,,20,february,128,,-52200
10024293,37,services,single,secondary,yes,no,,12,march,130,19197,46620
10024294,35,blue-collar,married,secondary,yes,yes,,10,april,143,12047.4,94860
10024295,55,retired,married,secondary,yes,no,,6,may,74,15496.2,18360
10024296,34,management,single,tertiary,yes,no,,17,june,105,33966,156960
10024297,40,management,divorced,tertiary,yes,no,,9,july,477,5013,88200
10024298,42,blue-collar,single,primary,yes,no,,20,august,158,905.4,3420
10024299,37,blue-collar,married,secondary,yes,no,,18,september,250,4084.2,2880
10024300,42,management,married,tertiary,yes,no,,5,october,168,23700.6,69480
10024301,35,technician,single,secondary,yes,no,,28,november,520,,97020
10024302,44,technician,divorced,secondary,yes,no,,16,december,171,,-59220
10024303,30,services,single,secondary,yes,no,,9,january,113,,-31320
10024304,45,entrepreneur,married,secondary,yes,no,,4,february,254,,12240
10024305,35,blue-collar,single,,yes,no,,22,march,149,,-95760
10024306,36,admin.,divorced,secondary,yes,no,,17,april,133,,0
10024307,49,blue-collar,married,secondary,yes,no,,20,may,293,15636.6,11520
10024308,31,blue-collar,single,secondary,yes,no,,29,june,485,23698.8,254700
10024309,31,technician,single,secondary,yes,no,,29,july,374,5346,26460
10024310,39,blue-collar,married,secondary,yes,no,,12,august,425,,12960
10024311,37,services,single,secondary,yes,no,,30,september,207,,-35280
10024312,33,blue-collar,married,primary,yes,no,,9,october,83,,128880
10024313,37,management,married,tertiary,yes,no,,6,november,228,,0
10024314,42,services,married,secondary,yes,no,,3,december,149,,-44280
10024315,56,blue-collar,married,secondary,yes,no,,13,january,139,,-36540
10024316,37,admin.,single,secondary,yes,yes,,9,february,732,15040.8,44100
10024317,36,services,single,secondary,yes,no,,7,march,142,1665,61560
10024318,29,technician,single,tertiary,yes,no,,26,april,359,,540
10024319,54,management,married,tertiary,yes,yes,,18,may,112,,-44640
10024320,38,blue-collar,married,secondary,yes,no,,4,june,1521,19380.6,67680
10024321,43,blue-collar,divorced,secondary,yes,no,,30,july,216,24359.4,66600
10024322,47,admin.,single,secondary,yes,no,,27,august,161,24913.8,106920
10024323,47,blue-collar,married,secondary,yes,no,,24,september,122,14742,69660
10024324,38,services,married,secondary,yes,no,,1,october,800,17782.2,37440
10024325,40,blue-collar,married,secondary,yes,no,,26,november,615,24409.8,101340
10024326,33,services,divorced,secondary,yes,yes,,10,december,254,13215.6,70560
10024327,33,retired,married,secondary,no,no,,6,january,111,10252.8,29700
10024328,53,admin.,divorced,,yes,no,,13,february,354,5756.4,42480
10024329,37,services,married,primary,yes,no,,3,march,359,13327.2,9360
10024330,40,management,single,tertiary,yes,no,,10,april,97,48650.4,227700
10024331,37,blue-collar,married,primary,yes,no,,11,may,327,14859,124740
10024332,35,technician,married,secondary,yes,no,,2,june,236,34142.4,21240
10024333,49,blue-collar,married,primary,yes,no,,11,july,160,15399,658620
10024334,26,blue-collar,single,secondary,yes,no,,10,august,180,6604.2,4320
10024335,38,management,single,tertiary,yes,no,,22,september,184,22273.2,121140
10024336,52,self-employed,married,secondary,no,no,,2,october,227,15525,49140
10024337,33,services,divorced,secondary,yes,no,,13,november,109,16246.8,58860
10024338,31,admin.,single,secondary,yes,no,,5,december,492,0,53820
10024339,32,blue-collar,married,secondary,yes,no,,12,january,298,0,0
10024340,35,blue-collar,single,primary,yes,no,,25,february,83,12745.8,19620
10024341,55,management,divorced,tertiary,no,no,,21,march,241,26551.8,99360
10024342,32,blue-collar,divorced,primary,yes,no,,26,april,204,22993.2,85140
10024343,37,,single,,yes,no,,9,may,131,13120.2,74520
10024344,45,blue-collar,married,secondary,yes,no,,4,june,1138,11959.2,27720
10024345,31,technician,married,secondary,yes,no,,23,july,123,2725.2,61920
10024346,38,admin.,married,secondary,yes,no,,29,august,125,1297.8,1440
10024347,37,services,married,secondary,yes,no,,19,september,295,7484.4,14040
10024348,38,blue-collar,married,secondary,yes,no,,29,october,287,8389.8,47880
10024349,33,housemaid,married,tertiary,yes,yes,,12,november,109,4687.2,17640
10024350,38,blue-collar,married,primary,yes,no,,18,december,140,3175.2,14940
10024351,37,management,single,tertiary,yes,no,,13,january,204,986.4,8100
10024352,29,unemployed,married,tertiary,yes,no,,28,february,233,2383.2,1440
10024353,42,management,married,tertiary,yes,no,,23,march,254,14740.2,47340
10024354,40,blue-collar,married,secondary,yes,no,,14,april,184,13874.4,55080
10024355,32,management,married,tertiary,yes,no,,20,may,193,16768.8,41940
10024356,47,management,divorced,tertiary,no,yes,,8,june,126,32441.4,80460
10024357,29,student,single,secondary,yes,no,,10,july,230,,156960
10024358,53,services,divorced,primary,yes,yes,,7,august,591,,-52380
10024359,31,services,married,tertiary,yes,yes,,2,september,294,12981.6,55620
10024360,59,blue-collar,married,secondary,yes,no,,13,october,173,5526,36360
10024361,29,entrepreneur,married,primary,yes,yes,,23,november,336,5884.2,10080
10024362,59,blue-collar,married,primary,yes,yes,,21,december,19,9403.2,41220
10024363,44,blue-collar,married,primary,yes,no,,9,january,153,6213.6,25740
10024364,38,admin.,single,secondary,yes,no,,13,february,786,9381.6,18000
10024365,49,admin.,married,secondary,yes,no,,26,march,99,12124.8,58680
10024366,43,blue-collar,married,secondary,yes,no,,23,april,243,15676.2,30060
10024367,52,admin.,single,secondary,yes,no,,30,may,260,55589.4,98100
10024368,40,admin.,married,secondary,yes,yes,,8,june,164,0,378000
10024369,32,services,married,secondary,yes,yes,,12,july,255,0,0
10024370,47,admin.,married,primary,yes,no,,10,august,47,15138,34560
10024371,33,management,married,tertiary,yes,no,,4,september,463,17850.6,79560
10024372,35,management,married,tertiary,yes,no,,28,october,192,0,48060
10024373,27,services,single,secondary,yes,no,,12,november,388,0,0
10024374,50,blue-collar,married,primary,yes,no,,18,december,221,88093.8,67860
10024375,44,retired,married,secondary,no,no,,21,january,126,36858.6,0.0988766
10024376,43,self-employed,married,primary,yes,no,,3,february,175,2568.6,11880
10024377,51,blue-collar,married,,yes,no,,29,march,256,2529,6660
10024378,32,admin.,single,secondary,yes,no,,25,april,202,2424.6,11520
10024379,47,management,divorced,tertiary,yes,no,,19,may,104,7587,6120
10024380,34,admin.,divorced,secondary,yes,no,,12,june,283,41410.8,112860
10024381,57,self-employed,married,primary,yes,no,,27,july,448,19567.8,182340
10024382,43,admin.,single,secondary,yes,no,,26,august,127,57749.4,25200
10024383,40,services,single,tertiary,yes,no,,30,september,378,48070.8,1588140
10024384,28,blue-collar,single,secondary,yes,no,,28,october,67,1144.8,17460
10024385,38,blue-collar,married,,yes,no,,25,november,221,999,900
10024386,37,unemployed,divorced,secondary,yes,no,,16,december,150,108153,13320
10024387,44,admin.,married,secondary,yes,no,,13,january,144,163443.6,10537920
10024388,41,technician,married,secondary,yes,no,,29,february,296,14234.4,30420
10024389,37,self-employed,married,tertiary,yes,no,,20,march,401,25489.8,79920
10024390,30,services,single,tertiary,yes,no,,20,april,435,,97560
10024391,32,blue-collar,married,secondary,yes,no,,29,may,388,,-36900
10024392,30,management,single,tertiary,yes,no,,24,june,245,3434.4,20160
10024393,35,services,married,secondary,no,no,,29,july,143,11556,7020
10024394,55,blue-collar,married,secondary,yes,no,,22,august,223,,228240
10024395,52,blue-collar,married,secondary,yes,no,,20,september,423,,-17640
10024396,33,admin.,married,secondary,yes,yes,,4,october,231,,7920
10024397,55,retired,married,primary,yes,yes,,23,november,634,,-16200
10024398,33,blue-collar,married,secondary,no,no,,10,december,107,,0
10024399,40,blue-collar,married,secondary,yes,yes,,27,january,227,,-16920
10024400,39,blue-collar,married,secondary,yes,no,,23,february,69,,-62100
10024401,54,blue-collar,married,secondary,yes,no,,29,march,799,,-167760
10024402,39,blue-collar,married,primary,yes,no,,12,april,109,2205,3600
10024403,49,blue-collar,married,secondary,yes,no,,3,may,127,2745,16200
10024404,52,admin.,married,secondary,yes,no,,17,june,120,3349.8,5580
10024405,27,management,single,tertiary,yes,yes,,23,july,68,0,24120
10024406,26,services,married,secondary,yes,no,,21,august,180,0,0
10024407,40,blue-collar,married,secondary,yes,no,,14,september,112,,10980
10024408,47,blue-collar,married,secondary,yes,no,,7,october,444,,-900
10024409,31,services,single,secondary,no,no,,27,november,246,,-8100
10024410,53,blue-collar,single,secondary,yes,yes,,9,december,259,15413.4,28080
10024411,31,services,married,secondary,yes,no,,23,january,223,,101520
10024412,33,admin.,married,secondary,yes,no,,24,february,566,,-1080
10024413,35,services,married,secondary,no,no,,7,march,274,45948.6,95040
10024414,46,entrepreneur,married,,yes,no,,13,april,49,89852.4,266580
10024415,31,management,married,secondary,no,no,,21,may,380,100558.8,363420
10024416,35,technician,single,secondary,yes,no,,23,june,138,27133.2,333900
10024417,29,management,married,secondary,yes,yes,,8,july,376,9343.8,26460
10024418,51,technician,married,secondary,yes,no,,22,august,421,10845,39600
10024419,33,blue-collar,married,primary,yes,no,,2,september,121,7840.8,35640
10024420,37,management,married,tertiary,no,no,,10,october,36,5196.6,20700
10024421,43,admin.,single,,yes,no,,25,november,328,12299.4,15660
10024422,42,technician,married,tertiary,yes,no,,28,december,19,19780.2,115920
10024423,28,blue-collar,married,secondary,yes,yes,,11,january,866,17463.6,40500
10024424,57,retired,married,secondary,yes,no,,19,february,229,,90360
10024425,38,services,married,secondary,yes,no,,11,march,154,,-5760
10024426,39,blue-collar,married,primary,yes,no,,7,april,56,9280.8,19080
10024427,36,technician,married,tertiary,yes,no,,20,may,1581,27135,54180
10024428,57,retired,married,tertiary,yes,no,,16,june,117,21387.6,163080
10024429,44,management,married,,yes,no,,18,july,185,20741.4,33660
10024430,48,services,divorced,secondary,yes,yes,,28,august,202,18136.8,153360
10024431,46,blue-collar,married,primary,yes,no,,19,september,279,5236.2,25740
10024432,43,admin.,married,secondary,no,no,,12,october,180,16934.4,12780
10024433,49,services,married,secondary,yes,no,,17,november,218,53287.2,269280
10024434,29,services,single,secondary,yes,no,,8,december,129,37274.4,126540
10024435,53,blue-collar,married,secondary,yes,no,,4,january,530,6442.2,131760
10024436,30,services,single,secondary,yes,no,,15,february,104,3956.4,3780
10024437,41,management,divorced,secondary,yes,no,,27,march,60,0,49680
10024438,33,technician,married,secondary,yes,no,,6,april,432,0,0
10024439,47,blue-collar,married,primary,yes,no,,9,may,113,19949.4,99000
10024440,58,retired,married,secondary,yes,no,,24,june,516,,48240
10024441,31,unemployed,married,secondary,yes,no,,5,july,179,,-148500
10024442,38,admin.,single,secondary,yes,yes,,21,august,125,3942,24660
10024443,60,retired,married,secondary,yes,yes,,30,september,386,2475,7560
10024444,33,management,single,tertiary,no,no,,14,october,262,15816.6,9720
10024445,33,unemployed,single,tertiary,yes,no,,1,november,396,35368.2,308880
10024446,52,admin.,married,primary,yes,no,,1,december,294,24195.6,48600
10024447,42,blue-collar,married,primary,yes,no,,7,january,171,14871.6,144540
10024448,30,technician,single,secondary,yes,no,,24,february,614,7194.6,18360
10024449,33,entrepreneur,divorced,tertiary,yes,no,,27,march,118,10251,33840
10024450,46,admin.,divorced,secondary,yes,no,,9,april,485,28623.6,37260
10024451,51,blue-collar,married,primary,yes,no,,1,may,406,37220.4,263880
10024452,40,unemployed,single,secondary,yes,no,,27,june,287,12258,63000
10024453,50,admin.,married,secondary,yes,no,,8,july,216,8209.8,28620
10024454,42,entrepreneur,married,tertiary,yes,yes,,20,august,650,0,28260
10024455,38,technician,married,secondary,no,no,,24,september,55,0,0
10024456,36,admin.,single,primary,yes,no,,22,october,371,14443.2,16380
10024457,37,unemployed,divorced,primary,yes,no,,5,november,166,31613.4,152820
10024458,33,management,married,tertiary,yes,no,,28,december,48,,78480
10024459,38,blue-collar,single,secondary,yes,no,,8,january,72,,-180
10024460,52,blue-collar,married,tertiary,yes,no,,21,february,55,15843.6,53460
10024461,29,blue-collar,married,secondary,yes,yes,,16,march,144,16185.6,56340
10024462,37,blue-collar,married,primary,yes,no,,7,april,474,19938.6,55800
10024463,34,admin.,married,secondary,yes,no,,9,may,559,8845.2,85500
10024464,43,blue-collar,married,primary,yes,no,,28,june,261,15058.8,10980
10024465,49,services,married,secondary,yes,no,,28,july,1101,14428.8,247860
10024466,33,technician,single,secondary,no,no,,13,august,236,0,10080
10024467,47,admin.,married,,yes,no,,19,september,164,0,0
10024468,50,technician,married,secondary,no,no,,24,october,93,11404.8,13140
10024469,30,blue-collar,single,primary,yes,no,,25,november,912,,118800
10024470,44,services,married,primary,yes,no,,17,december,179,,-14220
10024471,44,blue-collar,divorced,secondary,yes,no,,21,january,485,22699.8,100440
10024472,30,services,single,secondary,yes,no,,17,february,206,,61560
10024473,40,blue-collar,married,,yes,no,,9,march,311,,-720
10024474,41,blue-collar,married,,yes,no,,18,april,690,12735,40500
10024475,34,blue-collar,married,primary,yes,no,,19,may,362,5758.2,48060
10024476,53,services,married,primary,yes,no,,15,june,274,8803.8,8280
10024477,35,blue-collar,married,primary,yes,no,,29,july,163,43185.6,112320
10024478,34,technician,divorced,secondary,yes,yes,,2,august,345,41383.8,199260
10024479,39,admin.,single,secondary,yes,no,,29,september,329,25063.2,103140
10024480,39,management,single,tertiary,yes,no,,24,october,68,15528.6,73080
10024481,52,services,divorced,secondary,yes,no,,5,november,143,37026,39600
10024482,34,blue-collar,married,secondary,yes,no,,18,december,1062,29431.8,415440
10024483,37,blue-collar,divorced,primary,yes,no,,5,january,71,11736,25020
10024484,39,admin.,married,secondary,yes,no,,13,february,106,16597.8,66060
10024485,52,entrepreneur,divorced,primary,yes,no,,19,march,688,13111.2,50040
10024486,35,blue-collar,married,primary,yes,no,,23,april,103,32630.4,41220
10024487,36,entrepreneur,married,tertiary,yes,no,,6,may,349,,309960
10024488,48,technician,married,secondary,yes,no,,16,june,78,,-90000
10024489,31,admin.,divorced,secondary,yes,no,,9,july,194,29210.4,55440
10024490,43,technician,divorced,tertiary,yes,yes,,22,august,224,38962.8,184680
10024491,43,blue-collar,single,primary,yes,no,,27,september,98,22950,98640
10024492,39,blue-collar,married,secondary,yes,yes,,13,october,607,12555,64080
10024493,40,technician,married,primary,yes,no,,15,november,398,9666,29520
10024494,58,management,married,tertiary,no,no,,14,december,103,3290.4,37980
10024495,31,blue-collar,married,primary,yes,no,,19,january,241,2354.4,3420
10024496,41,blue-collar,married,secondary,yes,yes,,4,february,203,9477,19440
10024497,37,management,married,tertiary,yes,no,,8,march,96,2412,55440
10024498,44,services,divorced,secondary,yes,yes,,5,april,238,550.8,1260
10024499,37,technician,married,tertiary,yes,yes,,16,may,153,6120,2880
10024500,39,blue-collar,married,primary,yes,no,,4,june,481,25464.6,156060
10024501,41,blue-collar,single,secondary,yes,no,,3,july,2177,12106.8,49860
10024502,52,blue-collar,divorced,primary,yes,no,,20,august,119,13897.8,35280
10024503,29,blue-collar,single,primary,yes,yes,,5,september,245,35929.8,65700
10024504,60,blue-collar,divorced,secondary,no,no,,12,october,152,25650,235800
10024505,32,technician,married,secondary,no,no,,4,november,418,8622,33480
10024506,50,services,single,primary,yes,no,,16,december,198,18559.8,26640
10024507,56,blue-collar,married,primary,yes,yes,,22,january,198,28906.2,155160
10024508,48,admin.,married,secondary,yes,no,,23,february,374,13570.2,64620
10024509,29,blue-collar,married,primary,no,no,,18,march,51,1432.8,34200
10024510,40,blue-collar,married,secondary,yes,yes,,21,april,263,0,720
10024511,42,admin.,divorced,secondary,yes,no,,14,may,229,0,0
10024512,34,blue-collar,married,secondary,yes,no,,18,june,154,17188.2,7560
10024513,23,management,single,tertiary,yes,no,,17,july,278,20543.4,468900
10024514,30,technician,single,tertiary,yes,yes,,17,august,306,3985.2,10800
10024515,51,management,married,primary,yes,no,,18,september,114,,17640
10024516,52,technician,single,secondary,yes,no,,27,october,94,,-32580
10024517,45,technician,married,secondary,yes,no,,1,november,208,,21240
10024518,41,blue-collar,married,secondary,yes,no,,12,december,169,,-2700
10024519,27,student,single,secondary,yes,no,,23,january,332,53110.8,120780
10024520,50,blue-collar,married,secondary,yes,no,,29,february,263,,280260
10024521,36,blue-collar,married,primary,yes,no,,16,march,353,,-3600
10024522,46,blue-collar,married,primary,yes,no,,1,april,108,,58140
10024523,44,blue-collar,married,primary,yes,no,,13,may,441,,-30780
10024524,47,blue-collar,married,secondary,yes,no,,22,june,46,19332,78840
10024525,40,blue-collar,married,secondary,yes,no,,9,july,266,12184.2,56880
10024526,36,services,single,secondary,yes,no,,20,august,223,14410.8,31320
10024527,46,blue-collar,married,secondary,yes,no,,8,september,105,30627,79560
10024528,58,technician,married,secondary,yes,no,,24,october,165,,141480
10024529,30,technician,divorced,tertiary,yes,no,,28,november,381,,-57060
10024530,43,blue-collar,married,secondary,yes,no,,13,december,228,,120060
10024531,29,services,single,secondary,yes,no,,19,january,128,,-28440
10024532,41,management,married,tertiary,yes,no,,2,february,764,3357,12960
10024533,44,entrepreneur,married,primary,yes,no,,16,march,113,7875,10440
10024534,44,services,divorced,secondary,yes,yes,,30,april,396,3270.6,71280
10024535,59,blue-collar,married,primary,yes,no,,22,may,133,8829,1800
10024536,39,management,single,,yes,no,,15,june,42,0,519660
10024537,42,management,married,secondary,no,no,,30,july,234,0,0
10024538,31,admin.,married,secondary,no,no,,5,august,297,3466.8,16020
10024539,29,,single,primary,yes,no,,23,september,50,1978.2,9000
10024540,39,blue-collar,single,secondary,yes,no,,20,october,214,5734.8,5220
10024541,44,blue-collar,married,primary,yes,no,,29,november,110,11370.6,75600
10024542,49,services,single,primary,yes,no,,22,december,99,10600.2,20520
10024543,39,housemaid,married,secondary,yes,no,,8,january,274,0,65700
10024544,27,blue-collar,single,secondary,yes,no,,7,february,191,0,0
10024545,56,management,married,primary,yes,no,,2,march,305,0,-4320
10024546,43,technician,married,tertiary,yes,no,,2,april,134,0,133740
10024547,37,self-employed,married,primary,no,no,,13,may,112,0,0
10024548,54,technician,single,secondary,yes,no,,30,june,283,2424.6,17820
10024549,38,blue-collar,married,secondary,yes,yes,,2,july,353,3861,3960
10024550,31,blue-collar,married,primary,yes,no,,8,august,212,20415.6,45180
10024551,34,blue-collar,married,secondary,yes,no,,22,september,225,15028.2,110700
10024552,35,admin.,married,primary,yes,no,,17,october,283,28207.8,24480
10024553,44,blue-collar,single,,yes,no,,9,november,1273,42519.6,390060
10024554,30,blue-collar,married,secondary,yes,no,,3,december,1574,13579.2,55620
10024555,51,technician,married,secondary,yes,no,,16,january,139,13840.2,39780
10024556,37,blue-collar,married,primary,yes,no,,8,february,228,,57780
10024557,39,blue-collar,married,tertiary,yes,no,,20,march,62,,-5940
10024558,33,management,single,tertiary,yes,no,,14,april,256,2935.8,13680
10024559,37,management,divorced,tertiary,yes,no,,24,may,564,2935.8,7560
10024560,46,blue-collar,single,secondary,yes,no,,26,june,245,16288.2,13680
10024561,32,admin.,married,secondary,yes,no,,21,july,161,42852.6,232740
10024562,43,entrepreneur,married,primary,yes,no,,18,august,79,35211.6,94680
10024563,59,housemaid,divorced,,yes,no,,6,september,152,9709.2,157140
10024564,46,admin.,married,primary,yes,no,,9,october,591,3555,7200
10024565,47,blue-collar,married,primary,yes,no,,21,november,113,14558.4,21060
10024566,31,services,single,secondary,yes,no,,21,december,193,16207.2,120780
10024567,30,blue-collar,married,primary,yes,no,,15,january,299,26598.6,26100
10024568,38,blue-collar,married,primary,no,no,,21,february,348,,325260
10024569,44,blue-collar,single,secondary,yes,yes,,22,march,103,,-38160
10024570,52,technician,married,,yes,no,,7,april,253,14256,23940
10024571,29,services,single,secondary,no,no,,20,may,127,54225,101880
10024572,43,admin.,married,tertiary,yes,no,,11,june,244,27444.6,346320
10024573,47,technician,married,primary,yes,no,,12,july,157,13807.8,26100
10024574,43,blue-collar,married,primary,yes,no,,9,august,548,,87660
10024575,52,blue-collar,divorced,primary,yes,no,,22,september,114,,-10260
10024576,32,services,single,secondary,yes,no,,27,october,126,,14580
10024577,40,admin.,single,secondary,yes,no,,15,november,161,,-40860
10024578,57,technician,divorced,secondary,yes,yes,,11,december,333,26778.6,487800
10024579,30,services,divorced,secondary,yes,no,,20,january,155,18039.6,17640
10024580,48,blue-collar,married,secondary,yes,yes,,14,february,152,16093.8,221400
10024581,46,blue-collar,married,secondary,yes,yes,,3,march,145,5371.2,14040
10024582,59,retired,divorced,primary,yes,yes,,26,april,66,11442.6,24660
10024583,50,blue-collar,married,primary,yes,no,,11,may,123,11934,63720
10024584,50,blue-collar,divorced,primary,yes,no,,23,june,74,7119,26820
